parent_tweet,reply_tweet
"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",@edeweysmith VERY SLICK PASTOR!
"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",@edeweysmith Come on now.......#openminds
"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",@edeweysmith of course because they want to try and make black people look as bad as possible and worth them killing.
that's better RT @Uber_Sydney: Uber Sydney trips from CBD will be free for riders. Higher rates still in place to encourage drivers,@universe93 is public transport free?
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,@SkyNews Scumy criminals
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"@SkyNews It appears Thelma &amp; Louise have rocket launchers, numpties! #JeSuisCharlie"
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"@SkyNews Don't think they were trying to change the world,revenge was there motive"
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,@SkyNews find them. catch them. hang them publicly. send the message out zero tolerance will be shown. they don't deserve any humanity....
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"@SkyNews Find them, torture them to fuck, then leave them out in the open tied up for the public to finish them off."
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,@SkyNews Freedom of speech !!!!!  http://t.co/rTuk7BdFEw
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,@SkyNews little shits are just using religion to go around murdering innocent people because they are uneducated no-good thugs #scumbags
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,"@SkyNews deluded thieving extremists, folks just need to read the right books and stay off drugs! #CharlesHebdo"
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,@SkyNews Why is the term racism used when muslims try to justify acts of terrorism? Islam is a religion not a race.
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,@SkyNews Best to shot to kill the muslim shits!!
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,@SkyNews I hope they catch these cowards alive so they can face justice.
"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.","“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/Fy1j83TURB” WTF BRUH"
"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.",“@mamajeannielove: @NerdyWonka But... There was something leading up to the shooting? Or what?”-&gt; soon they'll say officer felt a gun onMike
"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.",@NerdyWonka Walking in the street while #Black
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@cnnbrk This is FAR from breaking news.... this has been known for hours
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@cnnbrk RIP Bro
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@cnnbrk why tweets not in English
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@cnnbrk @AC360 sad.....
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq","@cnnbrk what is our world coming to, we are afraid to go anywhere as no place is safe."
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@cnnbrk @AC360 tweets not in english cuz they are morons
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@cnnbrk source is correct!
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@CathyCollver @cnnbrk because they can't read and write English
"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u","@please_continue @originalgriz oops, getting sleepy...kitty meowed out all nite!"
"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u",@DeeTwoCents @TheRoot @thedailybeast just proves that discrimination is still prevalent..we shud all strive to wipe it out
"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u","@TheRoot @thedailybeast Republican Rand Paul is speaking out STRONGLY against police brutality against blacks

News http://t.co/z4yofObyS2"
"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u",@goprapebuster @TheRoot @thedailybeast Why is Hillary Clinton silent about innocent blacks being killed
The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,@jfxm @locustiya may secularism thrive! Order more investigations against those oppose terrorism
The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,@kellyoxford Oh Canada….
The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,"@kellyoxford Was it your Canada when that guy beheaded that other guy on the bus? Shit happens, but we're mostly still fine up here"
The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,@kellyoxford the gunman is still on the loose.
The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,@kellyoxford It's Harper's Canada though
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,“@Independent: The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/bgOXMb3ntP http://t.co/Wsh3zXoG6E” 😟😦😯😕
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,@Independent Showing his face in his final moments is crass insensitivity and totally unnecessary - his family are grieving
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,@Independent Was the last person a human being? #PeaceOnEarth http://t.co/ZZOXSZFWV0
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,Isn't it too late a NEWS...@Independent
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,I thought you'd been an honourable exception not using that photo on your front page. I wish you'd use your freedom more wisely @Independent
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,@Independent http://t.co/wjLXDzhwoZ blast this..
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,@independent Islam never Support Terrorist
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,@independent Islam never Support Terrorist.
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,@independent Islam never Support Terrorist &amp; I'M Proud to be an Islam
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,He is human. That's what matters most. @independent No one is asking of religion. Life is life.
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,@Independent how does printing this picture of a murder help?
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,@Independent Sad. Islam is such a good religion but it has been taken over by criminals who unfortunately use Quran to defend themselves😠😠
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,"@independent fullstop for all 
Non #muslim"
The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,@JustinGlawe Who are you to expect any type of answer in the first place?
The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,.@jashsf @JesseLaGreca I've been in #Ferguson Market and it looks exactly like where the alleged robber was standing.
"The point is, the cop didn't know about a robbery. He executed a jaywalker resisting being detained @amstillion @ecl326 @jelani9 @kharyp","@amstillion @techweenie @jelani9 @kharyp From what I saw it was nothing but a petty theft. Let the RT Wing tell it, he went in with a GLOCK"
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.","@andybankertv @FOX2now think he was too scare to tell who it really was? How many 6'5"" 300 # men in Ferguson ?"
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.",@jelani9 I would rather be a #robber than being a #ColdBloodedMurderer #JusticeForMikeBrown Now😡
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.","@jelani9 @kharyp Since they want to label #MikeBrown as a shoplifter, since when is that crime punishable by DEATH?"
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.","@jelani9 @kharyp I bet if Michael Brown had his druthers, he’d rather have his name dragged thru the mud than his life snuffed out."
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.","damn surveillance video @jelani9 We give up a name, we drag his thru the mud. @LOLGOP"
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.","@jelani9 People may not like it. but it's devastating for prosecuting the cop. If true, can be argued Brown thought the cop was after him ."
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.","The point is, the cop didn't know about a robbery. He executed a jaywalker resisting being detained @amstillion @ecl326 @jelani9 @kharyp"
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,@Cameron_Gray @DAJSamarasinghe @globeandmail May His Soul Rest in Peace!
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,@Canoe @calgarysun God Bless
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,@Canoe @ottawasuncom  that   so sad    pay    go out  his  family
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,"@Canoe @ottawasuncom Honour and respect to this Soldier,  this Warrior. ..."
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,@Canoe @ottawasuncom My heart is broken!  #notinvain
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,@Canoe @ottawasuncom Rest in peace. An innocent life taken so tragically. In our hearts and prayers.
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,@Canoe @ottawasuncom he even looks like a boss
The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,@Canoe @ottawasuncom  my condolences go out to your family
The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,"@NijatK @Simbad_Reb And I prefer my freedoms to yours. Thanks for your concern, though."
The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,@RPW260567 @jewelsparkle3 @7NewsSydney @Y7News But Doyle coming up! Ugh!
The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,@ZZiillaa @jewelsparkle3 @7NewsSydney @Y7News She'll repeat every thing as if we're all stupid.
The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,"@7NewsSydney @2kdei @Y7News Yes, a red herring, or a feint..."
The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,@7NewsSydney @Y7News  please dont scare people by speculating whats gonna happen.. My prayers to all the people taken hostaged.. :(
The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,@7NewsSydney @Y7News in sure Obama will tell us just #workplaceviolence
"The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.",@ldobsonhughes @HuffPostCanada God Bless Heather !!
"The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.","My Alma Mater. God. RT @ldobsonhughes: The University of Ottawa, just a five minute walk from the Hill, is now on lockdown."
These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada http://t.co/7KoW2xATKG,"@JMBlais1 @HfxRegPolice @MikeSavageHFX 
#heroesinlifenotdeath"
These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada http://t.co/7KoW2xATKG,"@ArrogantHair @SeanOsmar @darrellbricker It's not a hoax, but it also wasn't taken *after* the shooting."
These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada http://t.co/7KoW2xATKG,@darrellbricker @JRMarlow @SeanOsmar The soldier on the right is the one who http://t.co/o5JIIE8Vu9 taken by visitor moments before shooting
These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada http://t.co/7KoW2xATKG,@JillKrop @SeanOsmar @graciestyle That photo was taken before the attack.
This afternoon we've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa. http://t.co/3oTF5sd2Lf,@MikeSavageHFX @HfxRegPolice @hfxgov Please take a minute to hug your loved ones today. God's speed to the family and first responders.
This appears to be the original source of the Putin/Kabayeva/Swiss clinic rumour http://t.co/bKfJTSGdca,@russian_market @L0gg0l Makes no sense though. Why go to Switzerland for that? Too much hassle.
This appears to be the original source of the Putin/Kabayeva/Swiss clinic rumour http://t.co/bKfJTSGdca,@BBCDanielS plus direct info from the 'fields'!
This appears to be the original source of the Putin/Kabayeva/Swiss clinic rumour http://t.co/bKfJTSGdca,"@BBCDanielS It is difficult not to think of ""Rosemary's Baby"" in this instance."
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",@ABC let's see if they can do better than Hpd! Don't kill them all
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",@carolinemarcus @nswpolice the identity of hostages should not go public
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",@carolinemarcus @ritapanahi they'd be the best arms in the world to have around you after the ordeal she'd have gone through #sydneysiege
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",@carolinemarcus @nswpolice powerful shot
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ","@carolinemarcus FFS, she's been through enough without you plastering close ups of her face all over twitter. Leave her alone. @tashlee"
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",@carolinemarcus Why is her face not obscured? Think about he family.
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ","@aptronym @carolinemarcus I understand what you're saying but that would kind of defeat the purpose, apt."
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",@dkfcdotnet @carolinemarcus I know why it is being circulated but perhaps I wish it was being used with some more restraint.
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",@potbellyman123 @carolinemarcus @nswpolice agreed. No naming hostages. We do not need to know. Please respect them.
"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",@newswithnipples @carolinemarcus @tashlee amen to that!!! Bloody media. Leave the poor girl alone.
This is the soldier who died today at the #Ottawa War Memorial. His name is Cpl. Nathan Cirillo. #RIP #OttawaStrong http://t.co/vhPBPq5yYk,"@20committee   A high risk traveller!  But a risk to #Canadians and government officials , he was okay ?"
This is the soldier who died today at the #Ottawa War Memorial. His name is Cpl. Nathan Cirillo. #RIP #OttawaStrong http://t.co/vhPBPq5yYk,"@MaulerMauler So very sad. Thoughts and prayers for his wife, young son and family that are grieving at this sad, sad time."
This is the soldier who died today at the #Ottawa War Memorial. His name is Cpl. Nathan Cirillo. #RIP #OttawaStrong http://t.co/vhPBPq5yYk,@MaulerMauler @TheRemixLab R.I.P my condolences to his family
This is what it feels like/when doves cry  RT @LiveNationON: we can confirm that Prince will not be performing at @masseyhall tonight.,This is what it feels like/when doves cry  RT @LiveNationON: we can confirm that Prince will not be performing at @masseyhall tonight.
This proves what? RT@mashable Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/osYABuPvd7,"@accordingtoame @mashable @PDPJ Take a look at college football players, roughly same size and maturity (in terms of looking older)."
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @LucilleClerc  Love this !
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @LucilleClerc The pen/pencil truly is mightier than the sword!
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @LucilleClerc
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,Or is it... RT @BBCtrending: Widely shared cartoon about #CharlieHebdo attack actually by @LucilleClerc not #Banksy http://t.co/MJRBHRpQ4F
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @BrookingsFP @LucilleClerc @we are not afraid!
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,“@BBCtrending:This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/wstQoWOET0”
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,“@BBCtrending: Cartoon abt #CharlieHebdo is by @LucilleClerc not #Banksy http://t.co/x55Y4iy8yC” Lazy media often fooled by parody accounts
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @eelcobvr @LucilleClerc we must go on.
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @RosieBarton @LucilleClerc Bullets will never stop the PEN!
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,Perhaps it's both. @BBCtrending @LucilleClerc
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @petersagal @LucilleClerc pm grateful for that tweet
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @LucilleClerc 90
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @MorningEdition @LucilleClerc Brilliant.
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,@BBCtrending @sven10hove @LucilleClerc
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,@thelittleidiot not even if he IS stealing.
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,@thelittleidiot no but it shows this person's character and his disregard for the law and law enforcement this fact is highly relevant here.
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,@thelittleidiot Yes but it does warrant being shot to death by the store owner. Its called Karma.  Guy has a rap sheet as long as your arm
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,@thelittleidiot  @rollyberry So what?  The police still have to work within the confines of the law even if others do not.
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,@thelittleidiot you would be blown away by the swedish police then…
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,@SteveBirdTweeet @thelittleidiot police are humans too and when confronted with that situation no training is perfect to predict a response
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,"@thelittleidiot fucked up police. ""Police""."
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,"@suthernx @RunawayBudgie @onewaymule87 @smh @ZJGarred 

They won't.
Hadley feeds the rednecks paranoia with his own ego."
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@SkyNews Just shoot him! Marksman have clearly had enough opportunities to do so
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@SkyNews And Well Done #youtube for taking it down.
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@SkyNews whats the waste of time about? put a bullet through the f***ing fanatic's head and bring this thing to an end..
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@SkyNews well done to all for doing whats right
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@Drac49 @SkyNews He's either got a dead mans switch in his hand or he hasn't. Surely they can get this intel from the released hostages?
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@SkyNews @niccijsmith It is right thing.Burkha would deliberately spk to victims to give away positions of police.Learn News traders
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@SkyNews very bad to c tensed situation at sydney cafe...terrorism shuld be wiped out of the world once for evr
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@SkyNews http://t.co/dOq8DjGHly
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@SkyNews they're on http://t.co/0S80h3ItIz
TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,@kevinhaast @Wossyboo92 @SkyNews peaceful religions. U only have to read the Quran and u can see why these bastards carry out such terrorism
"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1","@NBCNews It happen 1 hour ago, not very reactive, big issues with Data evaluation #sourcechecking #seriousinvestifation"
"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1",@NBCNews
"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1",@NBCNews Theres also an explosion in a restaurant there.
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,"@mashable gee, talk about real-time pricing."
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,"Horrible. ""@mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/M2Rs36xnnP http://t.co/pJBBKh3k0f”"
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,I hope this is untrue RT @mashable Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/ZFmfCId38d
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,Even vultures have to eat. RT @mashable: Uber intros surge pricing in Sydney during hostage siege http://t.co/nX42VhRQzR
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,@mashable @uber I love the service but this is classless
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,Uber sux&gt;&gt; “@mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/p8nmsPNYs2 http://t.co/Flk22fdUIi”
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,@thiscassgirl surge pricing is automatic based off high demand afaik
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,Disgusting @mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/BLIi90vwxA http://t.co/hvRMHLPD69”
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,Another blow to a terribly-run company. “@mashable: Uber intros surge pricing in Sydney during hostage siege http://t.co/wrcKAm0uOL”
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,@jaselynch - well played sir.
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@zclove2bme I see, wasn't sure if that was what you meant. They could have been waiting for the briefing to end. @AP"
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@mashable nice try, not buying ..."
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable They charged me $215 for a $20 fare. Neveer use them again after they've exploited situations.
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",.@mashable How altruistic of them!
